case_state_hash,dataset_scope,repeat,real_llm_call,valid_guarded_plan,sanitized_plan,api_latency_ms,total_tokens,error
b0284e5cc91a1691bb779a7961535537dd7db40e3325aa8016ac81545f9e2308,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9baa5d15a8179db6e7033524770a1b2fe1eaa79323c900c23e67a315679a0ed0,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9baa5d15a8179db6e7033524770a1b2fe1eaa79323c900c23e67a315679a0ed0,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9baa5d15a8179db6e7033524770a1b2fe1eaa79323c900c23e67a315679a0ed0,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dcb2addbad7b68e4a2d6f7092b2782cf878087e90bb9fca76024fe9c429384e2,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dcb2addbad7b68e4a2d6f7092b2782cf878087e90bb9fca76024fe9c429384e2,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dcb2addbad7b68e4a2d6f7092b2782cf878087e90bb9fca76024fe9c429384e2,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
83e95ef51f12cc857e97c5723aed3ee04ab8aa760b2cbef04161ca0e1e20e500,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
83e95ef51f12cc857e97c5723aed3ee04ab8aa760b2cbef04161ca0e1e20e500,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
83e95ef51f12cc857e97c5723aed3ee04ab8aa760b2cbef04161ca0e1e20e500,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
34afee35dd9afdfe55efd53cbad6603840478cceb540de96312b04db62660272,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
34afee35dd9afdfe55efd53cbad6603840478cceb540de96312b04db62660272,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
34afee35dd9afdfe55efd53cbad6603840478cceb540de96312b04db62660272,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14f6950e51b5502f47881aaa9ea73b562123b35e0360c91756d5bbdc6f482145,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14f6950e51b5502f47881aaa9ea73b562123b35e0360c91756d5bbdc6f482145,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14f6950e51b5502f47881aaa9ea73b562123b35e0360c91756d5bbdc6f482145,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5914fe8d25aa9c5c56037aa7201e9693c96e00db456ef9b45bc6cea7c0bd617a,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5914fe8d25aa9c5c56037aa7201e9693c96e00db456ef9b45bc6cea7c0bd617a,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5914fe8d25aa9c5c56037aa7201e9693c96e00db456ef9b45bc6cea7c0bd617a,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
341cb0d91933e6be0e2399c6bb9f4b066781840cbdfa61713c9bfd4a3615468c,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
341cb0d91933e6be0e2399c6bb9f4b066781840cbdfa61713c9bfd4a3615468c,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
341cb0d91933e6be0e2399c6bb9f4b066781840cbdfa61713c9bfd4a3615468c,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db00c404437650f3df5a8cf0b1a625ec1089b0b0c60a4fe1445e0293497ad41d,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db00c404437650f3df5a8cf0b1a625ec1089b0b0c60a4fe1445e0293497ad41d,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db00c404437650f3df5a8cf0b1a625ec1089b0b0c60a4fe1445e0293497ad41d,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e1af7526706065984d23c464fa3b77931827fa00a4c5cea45e6aa31e2d585018,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e1af7526706065984d23c464fa3b77931827fa00a4c5cea45e6aa31e2d585018,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e1af7526706065984d23c464fa3b77931827fa00a4c5cea45e6aa31e2d585018,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
081619f8ffb8f18144242b281256423dc1ad6c876a6293b7614b9d4b6e016da8,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
081619f8ffb8f18144242b281256423dc1ad6c876a6293b7614b9d4b6e016da8,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
081619f8ffb8f18144242b281256423dc1ad6c876a6293b7614b9d4b6e016da8,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d363cdd0f580fbbc53a986b879a81ba0785398718856d67049ce0eb0bd960fed,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d363cdd0f580fbbc53a986b879a81ba0785398718856d67049ce0eb0bd960fed,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d363cdd0f580fbbc53a986b879a81ba0785398718856d67049ce0eb0bd960fed,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9d756b41cd4485f91d6ec823acf7047cccfa4078351fbaacc243bc181a7464bd,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9d756b41cd4485f91d6ec823acf7047cccfa4078351fbaacc243bc181a7464bd,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9d756b41cd4485f91d6ec823acf7047cccfa4078351fbaacc243bc181a7464bd,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3f431d9ee9177ba3262ef4fe1ed3c6d4ab822ff8437fc65006f93fd12fc5306e,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3f431d9ee9177ba3262ef4fe1ed3c6d4ab822ff8437fc65006f93fd12fc5306e,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3f431d9ee9177ba3262ef4fe1ed3c6d4ab822ff8437fc65006f93fd12fc5306e,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b6a18afcce5eaa731f30d9e9caf3af628054959c329995775adf02ce571115cb,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b6a18afcce5eaa731f30d9e9caf3af628054959c329995775adf02ce571115cb,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b6a18afcce5eaa731f30d9e9caf3af628054959c329995775adf02ce571115cb,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bd4d77634853e3c510e156c29e7ef672f259d77ffea7cc43ce8f4740f7900386,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bd4d77634853e3c510e156c29e7ef672f259d77ffea7cc43ce8f4740f7900386,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bd4d77634853e3c510e156c29e7ef672f259d77ffea7cc43ce8f4740f7900386,CICIoT2023,3,True,True,"{""requests"":[{""budget"":1,""expected_output"":""AgentEvidence"",""purpose"":""Analyze inter-arrival timing patterns and burst characteristics to validate or challenge the high-confidence malicious volume prediction"",""requested_agent"":""TimingBehaviorAgent""}],""stop"":false}",3874.425699992571,477,
7ebc30695b27b3168a0f553851549e6c8f049e8599425564b9ec3d21a177c98f,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7ebc30695b27b3168a0f553851549e6c8f049e8599425564b9ec3d21a177c98f,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7ebc30695b27b3168a0f553851549e6c8f049e8599425564b9ec3d21a177c98f,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3fca51cef85c5142ec6c4804742d52d8aab869d8a0d14a5dbd46c64c2dbfa1c0,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3fca51cef85c5142ec6c4804742d52d8aab869d8a0d14a5dbd46c64c2dbfa1c0,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3fca51cef85c5142ec6c4804742d52d8aab869d8a0d14a5dbd46c64c2dbfa1c0,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
240e6677153dae01f3fe39bb7c2c4eb54b2b34b41d245ec794b375f1f3eccd01,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
240e6677153dae01f3fe39bb7c2c4eb54b2b34b41d245ec794b375f1f3eccd01,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
240e6677153dae01f3fe39bb7c2c4eb54b2b34b41d245ec794b375f1f3eccd01,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
fced84bc07f9d9710e692f965ad4812698133f3424c50dd952d3c0cc2c67f9b0,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
fced84bc07f9d9710e692f965ad4812698133f3424c50dd952d3c0cc2c67f9b0,USTC-TFC2016,2,True,True,"{""requests"":[{""budget"":1,""expected_output"":""AgentEvidence"",""purpose"":""Obtain temporal dynamics evidence to complement statistical analysis and reduce uncertainty for USTC-TFC2016 traffic classification"",""requested_agent"":""TemporalEvidenceAgent""}],""stop"":false}",1931.2235999968834,471,HTTPError
fced84bc07f9d9710e692f965ad4812698133f3424c50dd952d3c0cc2c67f9b0,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0344ca38b06a3e06941ed02315e508284da22bef2f215799a32267e73ab5b90e,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0344ca38b06a3e06941ed02315e508284da22bef2f215799a32267e73ab5b90e,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0344ca38b06a3e06941ed02315e508284da22bef2f215799a32267e73ab5b90e,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b1486e1f3ed0db79b1c654e0630ca5765e8f52833dda793eebef57d77429b78a,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b1486e1f3ed0db79b1c654e0630ca5765e8f52833dda793eebef57d77429b78a,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b1486e1f3ed0db79b1c654e0630ca5765e8f52833dda793eebef57d77429b78a,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7c2b358c6126629af6f78cc3c5fb8e27e2c842b515d2614109c26522575e6dc9,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7c2b358c6126629af6f78cc3c5fb8e27e2c842b515d2614109c26522575e6dc9,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7c2b358c6126629af6f78cc3c5fb8e27e2c842b515d2614109c26522575e6dc9,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fba23287fcf847885a857f2a2c6b00e0607bca47cfbc76ce88e39e702870d54,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fba23287fcf847885a857f2a2c6b00e0607bca47cfbc76ce88e39e702870d54,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fba23287fcf847885a857f2a2c6b00e0607bca47cfbc76ce88e39e702870d54,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
378fe24549ffa1c3a538d6647ea941184e2b90d25868f5d8b73871c8aa1c6af8,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
378fe24549ffa1c3a538d6647ea941184e2b90d25868f5d8b73871c8aa1c6af8,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
378fe24549ffa1c3a538d6647ea941184e2b90d25868f5d8b73871c8aa1c6af8,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ead6df4c835634c38c6d680953ead7869f97feec86a04ead431ddae36e95f687,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ead6df4c835634c38c6d680953ead7869f97feec86a04ead431ddae36e95f687,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ead6df4c835634c38c6d680953ead7869f97feec86a04ead431ddae36e95f687,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
cd367348a70c3e1d27c57baf40fc9606e3e3f1863a0ba3f245141e15b3fc0597,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
cd367348a70c3e1d27c57baf40fc9606e3e3f1863a0ba3f245141e15b3fc0597,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
cd367348a70c3e1d27c57baf40fc9606e3e3f1863a0ba3f245141e15b3fc0597,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
101c1910551af1abb8b20a5d6c9e4e029ee90abde5c86ef57589d88b09022941,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
101c1910551af1abb8b20a5d6c9e4e029ee90abde5c86ef57589d88b09022941,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
101c1910551af1abb8b20a5d6c9e4e029ee90abde5c86ef57589d88b09022941,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9da1f1fcc25153974b37515bd689a19ac9a65718193bba3ef526a5e7e509bc34,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9da1f1fcc25153974b37515bd689a19ac9a65718193bba3ef526a5e7e509bc34,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9da1f1fcc25153974b37515bd689a19ac9a65718193bba3ef526a5e7e509bc34,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0b604c9e9858319fbd59775dccb65edd4609efd1e3b59ad61919976e2ce578e5,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0b604c9e9858319fbd59775dccb65edd4609efd1e3b59ad61919976e2ce578e5,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0b604c9e9858319fbd59775dccb65edd4609efd1e3b59ad61919976e2ce578e5,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bdaccbde63f908141607186b983f49cea95339af05b7b2177a8b4cf7481972f7,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bdaccbde63f908141607186b983f49cea95339af05b7b2177a8b4cf7481972f7,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bdaccbde63f908141607186b983f49cea95339af05b7b2177a8b4cf7481972f7,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a265eb9f11a363db443769b2e03455131936ad05a0eb4a57c11595c4326ab495,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a265eb9f11a363db443769b2e03455131936ad05a0eb4a57c11595c4326ab495,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a265eb9f11a363db443769b2e03455131936ad05a0eb4a57c11595c4326ab495,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5b0b213796ba7b864a42d33322d92a476f9d4be3c44fe8a223fc77acd7061798,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5b0b213796ba7b864a42d33322d92a476f9d4be3c44fe8a223fc77acd7061798,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5b0b213796ba7b864a42d33322d92a476f9d4be3c44fe8a223fc77acd7061798,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
71b3315271544938dcdd56fa1eb4b2f997a12792b297a00e89405759dc7bf437,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
71b3315271544938dcdd56fa1eb4b2f997a12792b297a00e89405759dc7bf437,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
71b3315271544938dcdd56fa1eb4b2f997a12792b297a00e89405759dc7bf437,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
6a412a7725ca87784307953537d590a949ceb679a65b5f01a772b4755304e60c,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
6a412a7725ca87784307953537d590a949ceb679a65b5f01a772b4755304e60c,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
6a412a7725ca87784307953537d590a949ceb679a65b5f01a772b4755304e60c,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a455215ca6248b44857b3370564049e0eaa72642d431b7b99f54117e95e619f8,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a455215ca6248b44857b3370564049e0eaa72642d431b7b99f54117e95e619f8,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
a455215ca6248b44857b3370564049e0eaa72642d431b7b99f54117e95e619f8,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fac861378204543d19cccc0828cd612be37673e239db861bec2bfe11ce7dfde,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fac861378204543d19cccc0828cd612be37673e239db861bec2bfe11ce7dfde,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
7fac861378204543d19cccc0828cd612be37673e239db861bec2bfe11ce7dfde,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f8c3da7d56a486ef55fe0142b134d2d9b81055fe4247d07353c0bb9a156c4ccd,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f8c3da7d56a486ef55fe0142b134d2d9b81055fe4247d07353c0bb9a156c4ccd,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f8c3da7d56a486ef55fe0142b134d2d9b81055fe4247d07353c0bb9a156c4ccd,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5257f9568c0886a67b2825b7f5efa0b688e17173830428fc0960258366f2fe17,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5257f9568c0886a67b2825b7f5efa0b688e17173830428fc0960258366f2fe17,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5257f9568c0886a67b2825b7f5efa0b688e17173830428fc0960258366f2fe17,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
fc5778d5149d588077c53321fa7454ddd507dc48e16b3a861b8776c87cc0eed9,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
fc5778d5149d588077c53321fa7454ddd507dc48e16b3a861b8776c87cc0eed9,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
fc5778d5149d588077c53321fa7454ddd507dc48e16b3a861b8776c87cc0eed9,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c75eff78e13182115be8480fa9c8a8c53e9ebf1576283c4d75c6628511b5e0fc,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c75eff78e13182115be8480fa9c8a8c53e9ebf1576283c4d75c6628511b5e0fc,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c75eff78e13182115be8480fa9c8a8c53e9ebf1576283c4d75c6628511b5e0fc,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43528e5817e39facfb813fa03ead658f7fe65be8e027309ecda9f6f6e791eafa,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43528e5817e39facfb813fa03ead658f7fe65be8e027309ecda9f6f6e791eafa,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43528e5817e39facfb813fa03ead658f7fe65be8e027309ecda9f6f6e791eafa,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
727fa78224bd6fa844956e608b475037cc6127fb5e1adb58bbdccee909214788,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
727fa78224bd6fa844956e608b475037cc6127fb5e1adb58bbdccee909214788,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
727fa78224bd6fa844956e608b475037cc6127fb5e1adb58bbdccee909214788,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
848bdc8a8288e55f97a15c10230e2fb1aa17623ceee740d0e7c4d6d5574f243e,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
848bdc8a8288e55f97a15c10230e2fb1aa17623ceee740d0e7c4d6d5574f243e,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
848bdc8a8288e55f97a15c10230e2fb1aa17623ceee740d0e7c4d6d5574f243e,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5469b3c9ba02e066feee776da5e40fa2fa9c493c6065483a9406a4ed0cf925ac,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5469b3c9ba02e066feee776da5e40fa2fa9c493c6065483a9406a4ed0cf925ac,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5469b3c9ba02e066feee776da5e40fa2fa9c493c6065483a9406a4ed0cf925ac,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
46444390e27da5eb43dc67312fb657ab7fdcd0d2b8510bab7c249bf48890c2ff,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
46444390e27da5eb43dc67312fb657ab7fdcd0d2b8510bab7c249bf48890c2ff,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
46444390e27da5eb43dc67312fb657ab7fdcd0d2b8510bab7c249bf48890c2ff,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3914635bb8b88674726f9d0e5380ffbceba4940736a6edd633a343f35f0e62c8,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3914635bb8b88674726f9d0e5380ffbceba4940736a6edd633a343f35f0e62c8,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3914635bb8b88674726f9d0e5380ffbceba4940736a6edd633a343f35f0e62c8,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c79defd2641c06371e9dba9a4bfe81092150d3dd4a0cdb3d572190919ad3b39,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c79defd2641c06371e9dba9a4bfe81092150d3dd4a0cdb3d572190919ad3b39,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c79defd2641c06371e9dba9a4bfe81092150d3dd4a0cdb3d572190919ad3b39,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
260d892c38f23206f883211d11f40a279540bf44f530a9dac03e3f360f680fe5,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
260d892c38f23206f883211d11f40a279540bf44f530a9dac03e3f360f680fe5,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
